gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,champ1,champ2,champ3,champ4,champ5
TRLH3/10087,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/10087?gameHash=bd96423fe7fda386,EU LCS,2014,Spring,0,2014-01-15 17:53:47,1,3.15,100,Blue,team,,,SUPA HOT CREW,oe:team:3de6f8727f5d53282e39da4f859931d,,153.0,66.0,56.0,,,2546,1,20,14,50,20,14,3,1,0,0,0,,,,0.4713,0.8013,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,0.0,11.0,3.0,0.0,1.0,,,3,0,86630,2041.5554,,2842.1053,0.0,105,2.4745,19,0.4478,13,0,0.0,76189,50482,1189.6779,,53543,0.185228,,933,188,166,22,26.4179,13600,18722,263,13469,18217,279,131,505,-16,3,2,2,2,2,3,21218,30433,457,20360,30546,474,858,-113,-17,3,2,2,2,2,3,24,143,37,70,130
TRLH3/10087,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/10087?gameHash=bd96423fe7fda386,EU LCS,2014,Spring,0,2014-01-15 17:53:47,1,3.15,200,Red,team,,,Alliance,oe:team:05bd29b524f0851d42e7902d6af59bf,,115.0,67.0,27.0,,,2546,0,14,20,27,14,20,1,0,0,0,1,,,,0.3299,0.8013,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,1.0,3.0,11.0,1.0,0.0,,,0,3,85152,2006.7243,,2851.1548,0.0,81,1.9089,15,0.3535,7,0,0.0,61805,36098,850.6991,,44466,-0.185228,,1001,177,168,9,27.7612,13469,18217,279,13600,18722,263,-131,-505,16,2,2,3,3,2,2,20360,30546,474,21218,30433,457,-858,113,17,2,2,3,3,2,2,73,61,65,29,7
TRLH3/10096,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/10096?gameHash=c7f078d7cc348080,EU LCS,2014,Spring,0,2014-01-15 19:15:40,1,3.15,100,Blue,team,,,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,,105.0,28.0,24.0,,,1785,1,23,2,50,23,2,3,0,0,0,0,,,,0.7731,0.8403,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,,,2,0,80045,2690.5882,,2630.7227,0.0,76,2.5546,4,0.1345,5,0,0.0,58241,39764,1336.605,,36425,0.219514,,761,152,118,34,30.6891,12892,18043,278,13346,17782,279,-454,261,-1,1,1,1,1,1,1,20809,31236,490,20655,30984,482,154,252,8,1,1,1,1,1,1,114,27,37,50,130
TRLH3/10096,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/10096?gameHash=c7f078d7cc348080,EU LCS,2014,Spring,0,2014-01-15 19:15:40,1,3.15,200,Red,team,,,SK Gaming,oe:team:75760dca486d4682426196b76bd1a54,,56.0,7.0,160.0,,,1785,0,2,23,1,2,23,0,0,0,0,1,,,,0.0672,0.8403,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,,,0,2,45295,1522.521,,3551.2605,0.0,63,2.1176,5,0.1681,1,0,0.0,38924,20447,687.2941,,29220,-0.219514,,736,131,119,12,29.1429,13346,17782,279,12892,18043,278,454,-261,1,1,1,1,1,1,1,20655,30984,482,20809,31236,490,-154,-252,-8,1,1,1,1,1,1,103,115,1,118,89
TRLH3/10113,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/10113?gameHash=c3d09d3642989e1b,EU LCS,2014,Spring,0,2014-01-15 21:13:58,1,3.15,200,Red,team,,,SK Gaming,oe:team:75760dca486d4682426196b76bd1a54,,58.0,56.0,27.0,,,3332,1,17,12,47,17,12,2,0,0,0,1,,,,0.3061,0.5222,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,1.0,0.0,9.0,10.0,0.0,0.0,,,1,4,148254,2669.6399,,3896.7047,0.0,154,2.7731,23,0.4142,9,0,0.0,93382,60208,1084.1777,,54768,-0.0408689,,1333,228,172,56,28.1092,12779,17143,257,14045,19633,311,-1266,-2490,-54,1,1,2,2,2,1,20302,28627,422,22382,30829,499,-2080,-2202,-77,2,4,3,3,3,2,115,66,86,29,130
TRLH3/10113,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/10113?gameHash=c3d09d3642989e1b,EU LCS,2014,Spring,0,2014-01-15 21:13:58,1,3.15,100,Blue,team,,,Copenhagen Wolves,oe:team:6d92c120d5550d72128830b0a4df0f8,,28.0,105.0,24.0,,,3332,0,12,17,29,12,17,0,0,0,0,0,,,,0.2161,0.5222,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,1.0,2.0,1.0,10.0,9.0,1.0,1.0,,,4,1,161539,2908.8655,,3243.9616,0.0,122,2.1969,16,0.2881,6,0,0.0,87780,54606,983.3013,,57053,0.0408689,,1214,288,235,53,27.0468,14045,19633,311,12779,17143,257,1266,2490,54,2,2,1,1,1,2,22382,30829,499,20302,28627,422,2080,2202,77,3,3,2,2,4,3,103,143,160,70,7
TRLH3/10119,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/10119?gameHash=027d07d7c31459ab,EU LCS,2014,Spring,0,2014-01-15 22:36:24,1,3.15,100,Blue,team,,,Team ROCCAT,oe:team:907351811cc0343ae5746cd2c75549d,,67.0,7.0,143.0,,,1764,1,12,2,22,12,2,0,0,0,0,1,,,,0.4082,0.4762,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,9.0,0.0,1.0,1.0,,,3,0,50553,1719.4898,,2788.2313,0.0,64,2.1769,11,0.3741,3,0,0.0,56071,37793,1285.4762,,34320,0.10278,,762,178,111,67,31.9728,14715,18763,282,12702,18038,278,2013,725,4,3,2,1,1,0,3,24080,31678,474,18881,28503,440,5199,3175,34,5,6,1,1,0,5,103,28,105,17,130
TRLH3/10119,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/10119?gameHash=027d07d7c31459ab,EU LCS,2014,Spring,0,2014-01-15 22:36:24,1,3.15,200,Red,team,,,Millenium,oe:team:d946eb399b263986b81fad7203186fa,,58.0,27.0,56.0,,,1764,0,2,12,1,2,12,0,0,0,0,0,,,,0.068,0.4762,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,,,0,3,47334,1610.0,,2387.3129,0.0,59,2.0068,10,0.3401,9,0,0.0,36431,18153,617.449,,30965,-0.10278,,732,110,102,8,28.6395,12702,18038,278,14715,18763,282,-2013,-725,-4,1,0,3,3,2,1,18881,28503,440,24080,31678,474,-5199,-3175,-34,1,0,5,5,6,1,24,115,160,50,71
TRLH3/221,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/221?gameHash=f45cf46754d5af85,EU LCS,2014,Spring,0,2014-01-16 18:33:27,1,3.15,100,Blue,team,,,SK Gaming,oe:team:75760dca486d4682426196b76bd1a54,,,,,,,2440,1,20,8,48,20,8,4,0,0,0,0,,,,0.4918,0.6885,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,9.0,0.0,1.0,1.0,,,1,0,102950,2531.5574,,2698.1803,0.0,86,2.1148,26,0.6393,9,0,0.0,72622,47922,1178.4098,,42960,-0.00100043,,966,179,124,55,28.1557,13467,18790,286,13550,18041,264,-83,749,22,1,1,2,2,4,1,24613,31822,464,21448,28700,414,3165,3122,50,7,12,4,4,7,7,115,27,56,50,33
TRLH3/221,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/221?gameHash=f45cf46754d5af85,EU LCS,2014,Spring,0,2014-01-16 18:33:27,1,3.15,200,Red,team,,,SUPA HOT CREW,oe:team:3de6f8727f5d53282e39da4f859931d,,,,,,,2440,0,8,20,17,8,20,0,0,0,0,1,,,,0.1967,0.6885,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,,,0,1,74134,1822.9672,,3331.5738,0.0,114,2.8033,11,0.2705,5,0,0.0,53919,29219,718.5,,43003,0.00100043,,873,141,126,15,24.9344,13550,18041,264,13467,18790,286,83,-749,-22,2,4,1,1,1,2,21448,28700,414,24613,31822,464,-3165,-3122,-50,4,7,7,7,12,4,24,152,37,70,82
TRLH3/10160,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/10160?gameHash=0ca6993b228fc5ec,EU LCS,2014,Spring,0,2014-01-16 22:01:34,1,3.15,100,Blue,team,,,Gambit Gaming,oe:team:3e18c32708da93cf6bdbd1d20b76731,,143.0,70.0,27.0,,,2772,1,24,15,53,24,15,1,0,0,0,0,,,,0.5195,0.8442,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,1.0,1.0,1.0,8.0,6.0,1.0,0.0,,,1,1,123779,2679.1991,,3722.684,0.0,135,2.9221,22,0.4762,8,0,0.0,78970,51116,1106.4069,,47940,0.0278116,,1006,237,181,56,26.9048,12963,18250,270,12859,17182,236,104,1068,34,2,2,2,2,2,2,21632,30487,450,21817,29804,384,-185,683,66,4,5,7,7,11,4,115,66,58,50,7
TRLH3/10160,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/10160?gameHash=0ca6993b228fc5ec,EU LCS,2014,Spring,0,2014-01-16 22:01:34,1,3.15,200,Red,team,,,SUPA HOT CREW,oe:team:3de6f8727f5d53282e39da4f859931d,,56.0,105.0,148.0,,,2772,0,15,24,30,15,24,1,0,0,0,1,,,,0.3247,0.8442,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,1.0,0.0,6.0,8.0,0.0,1.0,,,1,1,117464,2542.5108,,3485.2381,0.0,114,2.4675,14,0.303,9,0,0.0,69043,41189,891.5368,,46625,-0.0278116,,984,140,126,14,24.329,12859,17182,236,12963,18250,270,-104,-1068,-34,2,2,2,2,2,2,21817,29804,384,21632,30487,450,185,-683,-66,7,11,4,4,5,7,24,152,37,17,130
TRLH3/10161,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/10161?gameHash=a70e5ce2e262e254,EU LCS,2014,Spring,0,2014-01-16 22:58:21,1,3.15,200,Red,team,,,Team ROCCAT,oe:team:907351811cc0343ae5746cd2c75549d,,153.0,7.0,27.0,,,2783,1,17,10,34,17,10,1,0,0,0,0,,,,0.3665,0.5821,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,9.0,5.0,0.0,1.0,,,2,1,89175,1922.5656,,2894.2077,0.0,134,2.889,18,0.3881,7,0,0.0,78698,50740,1093.9274,,51350,0.0963462,,1027,222,172,50,26.9278,13118,15127,215,14504,16880,262,-1386,-1753,-47,1,1,2,2,5,1,20611,24927,329,22085,26186,429,-1474,-1259,-100,4,9,3,3,6,4,24,66,37,17,80
TRLH3/10161,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/10161?gameHash=a70e5ce2e262e254,EU LCS,2014,Spring,0,2014-01-16 22:58:21,1,3.15,100,Blue,team,,,Alliance,oe:team:05bd29b524f0851d42e7902d6af59bf,,58.0,130.0,56.0,,,2783,0,10,17,25,10,17,0,0,0,0,1,,,,0.2156,0.5821,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,5.0,9.0,1.0,0.0,,,1,2,87733,1891.4768,,2565.4474,0.0,98,2.1128,30,0.6468,7,0,0.0,64943,36985,797.3769,,46630,-0.0963462,,1051,181,167,14,26.5613,14504,16880,262,13118,15127,215,1386,1753,47,2,5,1,1,1,2,22085,26186,429,20611,24927,329,1474,1259,100,3,6,4,4,9,3,115,143,160,50,67
TRLH1/1000050045,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000050045?gameHash=0fc0e7cb7e2f20c0,NA LCS,2014,Spring,0,2014-01-17 20:04:22,1,,100,Blue,team,,,Cloud9,oe:team:fc8e90107dabb9a35c490b0d86adea0,,24.0,115.0,90.0,,,2848,1,17,9,54,17,9,4,1,0,0,0,,,,0.3581,0.5478,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,3.0,0.0,1.0,11.0,4.0,1.0,1.0,,,5,0,97508,2054.2416,,2322.7669,0.0,187,3.9396,33,0.6952,4,0,0.0,89108,60532,1275.2528,,58060,0.196476,,1134,195,134,61,27.9986,13267,15634,242,12354,15351,221,913,283,21,0,0,0,0,0,0,22112,26272,407,20513,27142,382,1599,-870,25,2,5,4,4,9,2,103,143,129,17,130
TRLH1/1000050045,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000050045?gameHash=0fc0e7cb7e2f20c0,NA LCS,2014,Spring,0,2014-01-17 20:04:22,1,,200,Red,team,,,TSM,oe:team:a22510a4756fa424cb0771b13261139,,56.0,61.0,27.0,,,2848,0,9,17,20,9,17,1,0,0,0,1,,,,0.1896,0.5478,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,3.0,0.0,4.0,11.0,0.0,0.0,,,0,5,74870,1577.3174,,2820.1053,0.0,119,2.507,33,0.6952,9,0,0.0,65847,37271,785.2037,,47673,-0.196476,,1120,169,152,17,27.1559,12354,15351,221,13267,15634,242,-913,-283,-21,0,0,0,0,0,0,20513,27142,382,22112,26272,407,-1599,870,-25,4,9,2,2,5,4,83,89,37,70,7
TRLH1/1000050059,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000050059?gameHash=5157023648d21a16,NA LCS,2014,Spring,0,2014-01-17 21:14:53,1,,200,Red,team,,,XDG Gaming,oe:team:06ff5564847128343223be7514c8193,,67.0,105.0,7.0,,,1815,1,23,3,54,23,3,5,1,0,0,0,,,,0.7603,0.8595,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,,,3,0,59587,1969.8182,,2158.5455,0.0,74,2.4463,20,0.6612,9,0,0.0,61056,42294,1398.1488,,39180,0.211529,,756,112,74,38,28.6942,15113,18655,278,12250,16639,224,2863,2016,54,3,3,1,1,1,3,25107,30447,426,18582,25176,350,6525,5271,76,8,14,3,3,9,8,103,90,58,50,130
TRLH1/1000050059,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000050059?gameHash=5157023648d21a16,NA LCS,2014,Spring,0,2014-01-17 21:14:53,1,,100,Blue,team,,,Evil Geniuses,oe:team:f7f7324c151aa6ed770b244ce08e027,,61.0,143.0,27.0,,,1815,0,3,23,9,3,23,0,0,0,0,1,,,,0.0992,0.8595,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,,,0,3,35207,1163.8678,,2638.4132,0.0,78,2.5785,11,0.3636,5,0,0.0,37913,19151,633.0909,,31685,-0.211529,,660,100,96,4,25.124,12250,16639,224,15113,18655,278,-2863,-2016,-54,1,1,3,3,3,1,18582,25176,350,25107,30447,426,-6525,-5271,-76,3,9,8,8,14,3,153,66,56,70,71
